id_estacion,calle,latitud,longitud,capacidad,estacion_electrica,periodo
270,CE-133 Colima-Morelia,19.421138,-99.154725,35,False,202409
271,CE-141 Zacatecas-Luis Cabrera,19.415905,-99.15954,31,False,202409
272,CE-092 San Ildefonso-República de Argentina,19.436531,-99.131497,23,False,202409
273,CE-470 Bahía de Las Palmas-Bahía de Todos Los Santos,19.435039,-99.173879,23,False,202409
275,CE-239 Rincón del Bosque-Ruben Darío,19.430153,-99.181355,19,False,202409
276,CE-656 Ignacio Allende - Paris,19.3543111,-99.1624361,35,False,202409
277,CE-305 Avenida del Parque-Arizona,19.394693,-99.175531,31,False,202409
278,CE-121 Niza-Chapultepec,19.42413685832429,-99.16131634266549,15,False,202409
279,CE-027 Reforma- Havre,19.42916,-99.162703,43,False,202409
280,CE-252 Víctor Hugo-Shakespeare,19.427575,-99.17702,19,False,202409
281,CE-251 Goethe-Darwin,19.429261,-99.17538,15,False,202409
282,CE-117 Londres-Nápoles,19.427166592327957,-99.16029106826954,31,False,202409
283,CE-250 Darwin-Mariano Escobedo,19.428949,-99.179796,23,False,202409
284,CE-217 Euler-Horacio,19.432850919536445,-99.18354526173061,31,False,202409
285,CE-224 Hegel-Presidente Masaryk,19.431255,-99.188065,15,False,202409
286,CE-215 Edgar Alan Poe-Horacio,19.43384,-99.19968,23,False,202409
287,CE-202 Calderón de la Barca-Av. Homero,19.436064,-99.198898,19,False,202409
288,CE-240 Ejército Nacional-F.C. de Cuernavaca,19.438634297233477,-99.20629061763975,17,False,202409
289,CE-047 Plaza Madrid-Medellín,19.419506460644055,-99.16636526590081,29,False,202409
290,CE-258 Circuito Interior-Juan Escutia,19.4165298,-99.1790435,33,False,202409
291,CE-011 Río Amazonas - Río Lerma,19.431192,-99.163546,15,False,202409
292,CE-001 Río Sena-Río Balsas,19.43347819859695,-99.16778985412292,35,False,202409
293,CE-103 Joaquín Velázquez de León - García Icazbalceta,19.441533,-99.165268,31,False,202409
294,CE-013 Reforma - Río Mississippi,19.424941,-99.17233,28,False,202409
295,CE-018 Reforma - Río Rhin,19.428802,-99.164381,39,False,202409
296,CE-038 Cozumel - Puebla,19.420829444872908,-99.17142122989388,35,False,202409
297,CE-449 Acapulco-Puebla,19.420281,-99.174392,27,False,202409
298,CE-028 Toledo- Tokio,19.423664,-99.172568,35,False,202409
299,CE-034 Liverpool - Génova,19.42472751913646,-99.16334755721435,23,False,202409
300,CE-232 Taine - Rubén Darío,19.42894,-99.185389,31,False,202409
301,CE-227 Campos Elíseos-Periférico,19.431783492215445,-99.20738060028725,23,False,202409
302,CE-211 Isaac Newton-Horacio,19.433607,-99.188528,35,False,202409
303,CE-478 Laguna de Mayrán-Lago Chalco,19.440818,-99.176961,27,False,202409
304,CE-474 Bahía de San Hipólito-Bahía del Espíritu Santo,19.438984,-99.177549,31,False,202409
305,CE-176 Av. Jesús García-Luis Donaldo Colosio,19.442717,-99.152262,39,False,202409
306,CE-244 Lago Victoria-Miguel de Cervantes Saavedra,19.440508,-99.193681,23,False,202409
307,CE-219 Esopo-FC de Cuernavaca,19.433542,-99.207808,39,False,202409
309,CE-465 Lago Ginebra-Lago Wetter,19.445039,-99.194078,27,False,202409
311,CE-257 Manuel Maria Contreras-Villalongin,19.433803,-99.166223,19,False,202409
312,CE-455 Pedregal-Ferrocarril De Cuernavaca,19.426308,-99.2033,23,False,202409
313,CE-266-267 Jesús García - Carlos J. Meneses,19.444031,-99.152187,75,False,202409
314,CE-201 Lope de Vega-Av. Ejército Nacional,19.437496732030738,-99.18721206491682,19,False,202409
315,CE-208 Hesiodo-Lamartine,19.434182,-99.189835,25,False,202409
316,CE-221 Emilio Castelar-Presidente Masaryk,19.431799,-99.201565,25,False,202409
317,CE-210 Eugenio Sue-Horacio,19.434076,-99.194091,27,False,202409
318,CE-021 Reforma - Dublín,19.424809702659765,-99.1717654466629,25,False,202409
319,CE-206 Homero-Moliere,19.436142,-99.200996,23,False,202409
320,CE-086 Sullivan-Insurgentes,19.432452,-99.15924,17,False,202409
321,CE-233 Julio Verne-Luis G. Urbina,19.429314,-99.196965,15,False,202409
322,CE-451 Campos Elíseos-Goldsmith,19.428847,-99.201299,33,False,202409
323,CE-008 Reforma - General Prim,19.431256,-99.158153,17,False,202409
324,CE-223 Isaac Newton-Presidente Masaryk,19.431242,-99.191613,35,False,202409
325,CE-668 Plateros - Capuchinas,19.367522,-99.181727,33,False,202409
326,CE-242 Pról. Moliere-Miguel de Cervantes Saavedra,19.44002672090815,-99.20071095250022,31,False,202409
327,CE-050 Cuernavaca - Veracruz,19.41682441224743,-99.17378827934954,27,False,202409
328,CE-145 Yucatán-Chiapas,19.41286,-99.160661,27,False,202409
329,CE-142 San Luis Potosí-Eje 2 Pte. Monterrey,19.41325186264067,-99.16412428026888,31,False,202409
330,CE-155 Jalapa-Tlaxcala,19.408218,-99.159911,35,False,202409
331,CE-225 Petrarca-Presidente Masaryk,19.431172,-99.185612,21,False,202409
332,CE-553  Jaime Torres Bodet - Ribera de San Cosme,19.442,-99.1593333,35,False,202409
333,CE-051 Colima - Oaxaca,19.418031,-99.168435,27,False,202409
334,CE-170 Observatorio Oriente-Revolución,19.404029,-99.184342,23,False,202409
335,CE-452 Leibnitz-Av. Ejercito Nacional,19.435867,-99.179856,15,False,202409
336,CE-552 Fresno - Ribera de San Cosme,19.4431081,-99.1624537,23,False,202409
337,CE-130 Mérida-Durango,19.421576,-99.158015,23,False,202409
338,CE-062 Fernando Montes de Oca - Amatlan,19.41331637033966,-99.17530506854746,19,False,202409
339,CE-061 Avenida México - Sonora,19.413832444192096,-99.16939929138606,35,False,202409
